Fiscal Year,County,Region,Removal Stage,Removals
2014,Hardin,5-Beaumont,Investigation,18
2014,Harris,6-Houston,Family Preservation,417
2014,Harris,6-Houston,Investigation,1460
2014,Harrison,4-Tyler,Family Preservation,6
2014,Harrison,4-Tyler,Investigation,60
2014,Hartley,1-Lubbock,Family Preservation,0
2014,Hartley,1-Lubbock,Investigation,1
2014,Hays,7-Austin,Family Preservation,6
2014,Hays,7-Austin,Investigation,100
2014,Hemphill,1-Lubbock,Family Preservation,2
2014,Hemphill,1-Lubbock,Investigation,1
2014,Henderson,4-Tyler,Family Preservation,23
2014,Henderson,4-Tyler,Investigation,102
2014,Hidalgo,11-Edinburg,Family Preservation,189
2014,Hidalgo,11-Edinburg,Investigation,180
2014,Hill,7-Austin,Family Preservation,4
2014,Hill,7-Austin,Investigation,51
2014,Hockley,1-Lubbock,Family Preservation,13
2014,Hockley,1-Lubbock,Investigation,11
2014,Hood,3-Arlington,Family Preservation,26
2014,Hood,3-Arlington,Investigation,25
2014,Hopkins,4-Tyler,Family Preservation,2
2014,Hopkins,4-Tyler,Investigation,47
2014,Houston,5-Beaumont,Family Preservation,1
2014,Houston,5-Beaumont,Investigation,16
2014,Howard,9-Midland,Family Preservation,10
2014,Howard,9-Midland,Investigation,38
2014,Hudspeth,10-El Paso,Family Preservation,0
2014,Hudspeth,10-El Paso,Investigation,3
2014,Hunt,3-Arlington,Family Preservation,7
2014,Hunt,3-Arlington,Investigation,135
2014,Hutchinson,1-Lubbock,Family Preservation,18
2014,Hutchinson,1-Lubbock,Investigation,13
2014,Jack,2-Abilene,Family Preservation,6
2014,Jack,2-Abilene,Investigation,9
2014,Jackson,8-San Antonio,Family Preservation,2
2014,Jackson,8-San Antonio,Investigation,6
2014,Jasper,5-Beaumont,Family Preservation,8
2014,Jasper,5-Beaumont,Investigation,11
2014,Jefferson,5-Beaumont,Family Preservation,35
2014,Jefferson,5-Beaumont,Investigation,146
2014,Jim Wells,11-Edinburg,Family Preservation,9
2014,Jim Wells,11-Edinburg,Investigation,23
2014,Johnson,3-Arlington,Family Preservation,37
2014,Johnson,3-Arlington,Investigation,116
2014,Karnes,8-San Antonio,Family Preservation,12
2014,Karnes,8-San Antonio,Investigation,4
2014,Kaufman,3-Arlington,Family Preservation,13
2014,Kaufman,3-Arlington,Investigation,58
2014,Kendall,8-San Antonio,Family Preservation,3
2014,Kendall,8-San Antonio,Investigation,14
2014,Kerr,8-San Antonio,Family Preservation,20
2014,Kerr,8-San Antonio,Investigation,36
2014,Kimble,9-Midland,Family Preservation,0
2014,Kimble,9-Midland,Investigation,4
2014,Kleberg,11-Edinburg,Family Preservation,10
2014,Kleberg,11-Edinburg,Investigation,24
2014,Knox,2-Abilene,Family Preservation,0
2014,Knox,2-Abilene,Investigation,3
2014,La Salle,8-San Antonio,Family Preservation,0
2014,La Salle,8-San Antonio,Investigation,6
2014,Lamar,4-Tyler,Family Preservation,15
2014,Lamar,4-Tyler,Investigation,64
2014,Lamb,1-Lubbock,Family Preservation,7
2014,Lamb,1-Lubbock,Investigation,24
2014,Lampasas,7-Austin,Family Preservation,7
2014,Lampasas,7-Austin,Investigation,27
2014,Lavaca,8-San Antonio,Family Preservation,1
2014,Lavaca,8-San Antonio,Investigation,2
2014,Lee,7-Austin,Family Preservation,0
2014,Lee,7-Austin,Investigation,19
2014,Leon,7-Austin,Family Preservation,0
2014,Leon,7-Austin,Investigation,28
2014,Liberty,6-Houston,Family Preservation,17
2014,Liberty,6-Houston,Investigation,77
2014,Limestone,7-Austin,Family Preservation,0
2014,Limestone,7-Austin,Investigation,26
2014,Live Oak,11-Edinburg,Family Preservation,8
2014,Live Oak,11-Edinburg,Investigation,30
2014,Llano,7-Austin,Family Preservation,6
2014,Llano,7-Austin,Investigation,23
2014,Lubbock,1-Lubbock,Family Preservation,91
2014,Lubbock,1-Lubbock,Investigation,215
2014,Lynn,1-Lubbock,Family Preservation,6
2014,Lynn,1-Lubbock,Investigation,1
2014,Madison,7-Austin,Family Preservation,2
2014,Madison,7-Austin,Investigation,5
2014,Marion,4-Tyler,Family Preservation,0
2014,Marion,4-Tyler,Investigation,9
2014,Mason,9-Midland,Family Preservation,0
2014,Mason,9-Midland,Investigation,1
2014,Matagorda,6-Houston,Family Preservation,6
2014,Matagorda,6-Houston,Investigation,14
2014,Maverick,8-San Antonio,Family Preservation,0
2014,Maverick,8-San Antonio,Investigation,8
2014,McCulloch,9-Midland,Family Preservation,1
2014,McCulloch,9-Midland,Investigation,1
2014,McLennan,7-Austin,Family Preservation,40
2014,McLennan,7-Austin,Investigation,267
2014,McMullen,11-Edinburg,Family Preservation,0
2014,McMullen,11-Edinburg,Investigation,4
2014,Medina,8-San Antonio,Family Preservation,19
2014,Medina,8-San Antonio,Investigation,49
2014,Midland,9-Midland,Family Preservation,8
2014,Midland,9-Midland,Investigation,37
2014,Milam,7-Austin,Family Preservation,5
2014,Milam,7-Austin,Investigation,44
2014,Mills,7-Austin,Family Preservation,0
2014,Mills,7-Austin,Investigation,1
2014,Montague,2-Abilene,Family Preservation,0
2014,Montague,2-Abilene,Investigation,18
2014,Montgomery,6-Houston,Family Preservation,44
2014,Montgomery,6-Houston,Investigation,156
2014,Moore,1-Lubbock,Family Preservation,0
2014,Moore,1-Lubbock,Investigation,8
2014,Morris,4-Tyler,Family Preservation,3
2014,Morris,4-Tyler,Investigation,7
2014,Nacogdoches,5-Beaumont,Family Preservation,12
2014,Nacogdoches,5-Beaumont,Investigation,63
2014,Navarro,3-Arlington,Family Preservation,4
2014,Navarro,3-Arlington,Investigation,13
2014,Newton,5-Beaumont,Family Preservation,7
2014,Newton,5-Beaumont,Investigation,1
2014,Nolan,2-Abilene,Family Preservation,3
2014,Nolan,2-Abilene,Investigation,6
2014,Nueces,11-Edinburg,Family Preservation,79
2014,Nueces,11-Edinburg,Investigation,199
2014,Ochiltree,1-Lubbock,Family Preservation,1
2014,Ochiltree,1-Lubbock,Investigation,0
2014,Orange,5-Beaumont,Family Preservation,19
2014,Orange,5-Beaumont,Investigation,91
2014,Out of State,Out of State,Family Preservation,2
2014,Out of State,Out of State,Investigation,0
2014,Palo Pinto,3-Arlington,Family Preservation,41
2014,Palo Pinto,3-Arlington,Investigation,68
2014,Panola,4-Tyler,Family Preservation,2
2014,Panola,4-Tyler,Investigation,15
2014,Parker,3-Arlington,Family Preservation,35
2014,Parker,3-Arlington,Investigation,106
2014,Pecos,9-Midland,Family Preservation,4
2014,Pecos,9-Midland,Investigation,6
2014,Polk,5-Beaumont,Family Preservation,12
2014,Polk,5-Beaumont,Investigation,46
2014,Potter,1-Lubbock,Family Preservation,21
2014,Potter,1-Lubbock,Investigation,132
2014,Presidio,10-El Paso,Family Preservation,0
2014,Presidio,10-El Paso,Investigation,1
2014,Rains,4-Tyler,Family Preservation,0
2014,Rains,4-Tyler,Investigation,14
2014,Randall,1-Lubbock,Family Preservation,18
2014,Randall,1-Lubbock,Investigation,49
2014,Reagan,9-Midland,Family Preservation,0
2014,Reagan,9-Midland,Investigation,2
2014,Real,8-San Antonio,Family Preservation,2
2014,Real,8-San Antonio,Investigation,3
2014,Red River,4-Tyler,Family Preservation,7
2014,Red River,4-Tyler,Investigation,13
2014,Reeves,9-Midland,Family Preservation,0
2014,Reeves,9-Midland,Investigation,7
2014,Refugio,11-Edinburg,Family Preservation,1
2014,Refugio,11-Edinburg,Investigation,9
2014,Robertson,7-Austin,Family Preservation,0
2014,Robertson,7-Austin,Investigation,6
2014,Rockwall,3-Arlington,Family Preservation,3
2014,Rockwall,3-Arlington,Investigation,8
2014,Runnels,2-Abilene,Family Preservation,6
2014,Runnels,2-Abilene,Investigation,8
2014,Rusk,4-Tyler,Family Preservation,4
2014,Rusk,4-Tyler,Investigation,80
2014,Sabine,5-Beaumont,Family Preservation,4
2014,Sabine,5-Beaumont,Investigation,3
2014,San Augustine,5-Beaumont,Family Preservation,0
2014,San Augustine,5-Beaumont,Investigation,3
2014,San Jacinto,5-Beaumont,Family Preservation,4
2014,San Jacinto,5-Beaumont,Investigation,7
2014,San Patricio,11-Edinburg,Family Preservation,19
2014,San Patricio,11-Edinburg,Investigation,62
2014,San Saba,7-Austin,Family Preservation,2
2014,San Saba,7-Austin,Investigation,25
2014,Schleicher,9-Midland,Family Preservation,0
2014,Schleicher,9-Midland,Investigation,1
2014,Scurry,2-Abilene,Family Preservation,5
2014,Scurry,2-Abilene,Investigation,4
2014,Shackelford,2-Abilene,Family Preservation,1
2014,Shackelford,2-Abilene,Investigation,0
2014,Shelby,5-Beaumont,Family Preservation,10
2014,Shelby,5-Beaumont,Investigation,24
2014,Smith,4-Tyler,Family Preservation,52
2014,Smith,4-Tyler,Investigation,116
2014,Somervell,3-Arlington,Family Preservation,0
2014,Somervell,3-Arlington,Investigation,2
2014,Starr,11-Edinburg,Family Preservation,13
2014,Starr,11-Edinburg,Investigation,17
2014,Stephens,2-Abilene,Family Preservation,1
2014,Stephens,2-Abilene,Investigation,2
2014,Swisher,1-Lubbock,Family Preservation,11
2014,Swisher,1-Lubbock,Investigation,5
2014,Tarrant,3-Arlington,Family Preservation,120
2014,Tarrant,3-Arlington,Investigation,552
2014,Taylor,2-Abilene,Family Preservation,20
2014,Taylor,2-Abilene,Investigation,115
2014,Terry,1-Lubbock,Family Preservation,11
2014,Terry,1-Lubbock,Investigation,18
2014,Titus,4-Tyler,Family Preservation,3
2014,Titus,4-Tyler,Investigation,13
2014,Tom Green,9-Midland,Family Preservation,52
2014,Tom Green,9-Midland,Investigation,140
2014,Travis,7-Austin,Family Preservation,153
2014,Travis,7-Austin,Investigation,478
2014,Trinity,5-Beaumont,Family Preservation,0
2014,Trinity,5-Beaumont,Investigation,10
2014,Tyler,5-Beaumont,Family Preservation,0
2014,Tyler,5-Beaumont,Investigation,14
2014,Unknown,Unknown,Family Preservation,1
2014,Unknown,Unknown,Investigation,4
2014,Upshur,4-Tyler,Family Preservation,5
2014,Upshur,4-Tyler,Investigation,24
2014,Upton,9-Midland,Family Preservation,2
2014,Upton,9-Midland,Investigation,0
2014,Uvalde,8-San Antonio,Family Preservation,15
2014,Uvalde,8-San Antonio,Investigation,19
2014,Val Verde,8-San Antonio,Family Preservation,2
2014,Val Verde,8-San Antonio,Investigation,15
2014,Van Zandt,4-Tyler,Family Preservation,12
2014,Van Zandt,4-Tyler,Investigation,71
2014,Victoria,8-San Antonio,Family Preservation,42
2014,Victoria,8-San Antonio,Investigation,30
2014,Walker,6-Houston,Family Preservation,1
2014,Walker,6-Houston,Investigation,25
2014,Waller,6-Houston,Family Preservation,0
2014,Waller,6-Houston,Investigation,29
2014,Ward,9-Midland,Family Preservation,9
2014,Ward,9-Midland,Investigation,7
2014,Washington,7-Austin,Family Preservation,0
2014,Washington,7-Austin,Investigation,25
2014,Webb,11-Edinburg,Family Preservation,67
2014,Webb,11-Edinburg,Investigation,163
2014,Wharton,6-Houston,Family Preservation,4
2014,Wharton,6-Houston,Investigation,10
2014,Wheeler,1-Lubbock,Family Preservation,0
2014,Wheeler,1-Lubbock,Investigation,4
2014,Wichita,2-Abilene,Family Preservation,48
2014,Wichita,2-Abilene,Investigation,76
2014,Wilbarger,2-Abilene,Family Preservation,0
2014,Wilbarger,2-Abilene,Investigation,5
2014,Willacy,11-Edinburg,Family Preservation,9
2014,Willacy,11-Edinburg,Investigation,26
2014,Williamson,7-Austin,Family Preservation,35
2014,Williamson,7-Austin,Investigation,145
2014,Wilson,8-San Antonio,Family Preservation,20
2014,Wilson,8-San Antonio,Investigation,13
2014,Winkler,9-Midland,Family Preservation,3
2014,Winkler,9-Midland,Investigation,0
2014,Wise,3-Arlington,Family Preservation,6
2014,Wise,3-Arlington,Investigation,50
2014,Wood,4-Tyler,Family Preservation,8
2014,Wood,4-Tyler,Investigation,65
2014,Yoakum,1-Lubbock,Family Preservation,2
2014,Yoakum,1-Lubbock,Investigation,3
2014,Young,2-Abilene,Family Preservation,8
2014,Young,2-Abilene,Investigation,8
2014,Zapata,11-Edinburg,Family Preservation,2
2014,Zapata,11-Edinburg,Investigation,11
2014,Zavala,8-San Antonio,Family Preservation,0
2014,Zavala,8-San Antonio,Investigation,14
2013,Anderson,4-Tyler,Family Preservation,16
2013,Anderson,4-Tyler,Investigation,16
2013,Andrews,9-Midland,Family Preservation,9
2013,Andrews,9-Midland,Investigation,7
2013,Angelina,5-Beaumont,Family Preservation,15
2013,Angelina,5-Beaumont,Investigation,23
2013,Aransas,11-Edinburg,Family Preservation,8
2013,Aransas,11-Edinburg,Investigation,24
2013,Archer,2-Abilene,Family Preservation,3
2013,Archer,2-Abilene,Investigation,2
2013,Armstrong,1-Lubbock,Family Preservation,0
2013,Armstrong,1-Lubbock,Investigation,2
2013,Atascosa,8-San Antonio,Family Preservation,19
2013,Atascosa,8-San Antonio,Investigation,89
2013,Austin,6-Houston,Family Preservation,8
2013,Austin,6-Houston,Investigation,7
2013,Bailey,1-Lubbock,Family Preservation,0
2013,Bailey,1-Lubbock,Investigation,5
2013,Bandera,8-San Antonio,Family Preservation,9
2013,Bandera,8-San Antonio,Investigation,13
2013,Bastrop,7-Austin,Family Preservation,39
2013,Bastrop,7-Austin,Investigation,91
2013,Bee,11-Edinburg,Family Preservation,17
2013,Bee,11-Edinburg,Investigation,25
2013,Bell,7-Austin,Family Preservation,55
2013,Bell,7-Austin,Investigation,417
2013,Bexar,8-San Antonio,Family Preservation,734
2013,Bexar,8-San Antonio,Investigation,1143
2013,Blanco,7-Austin,Family Preservation,2
2013,Blanco,7-Austin,Investigation,0
2013,Borden,9-Midland,Family Preservation,1
2013,Borden,9-Midland,Investigation,4
2013,Bosque,7-Austin,Family Preservation,2
2013,Bosque,7-Austin,Investigation,12
2013,Bowie,4-Tyler,Family Preservation,11
2013,Bowie,4-Tyler,Investigation,93
2013,Brazoria,6-Houston,Family Preservation,33
2013,Brazoria,6-Houston,Investigation,60
2013,Brazos,7-Austin,Family Preservation,4
2013,Brazos,7-Austin,Investigation,46
2013,Brooks,11-Edinburg,Family Preservation,0
2013,Brooks,11-Edinburg,Investigation,17
2013,Brown,2-Abilene,Family Preservation,1
2013,Brown,2-Abilene,Investigation,28
2013,Burleson,7-Austin,Family Preservation,0
2013,Burleson,7-Austin,Investigation,16
2013,Burnet,7-Austin,Family Preservation,7
2013,Burnet,7-Austin,Investigation,58
2013,Caldwell,7-Austin,Family Preservation,6
2013,Caldwell,7-Austin,Investigation,42
2013,Calhoun,8-San Antonio,Family Preservation,4
2013,Calhoun,8-San Antonio,Investigation,4
2013,Callahan,2-Abilene,Family Preservation,0
2013,Callahan,2-Abilene,Investigation,1
2013,Cameron,11-Edinburg,Family Preservation,62
2013,Cameron,11-Edinburg,Investigation,191
2013,Camp,4-Tyler,Family Preservation,7
2013,Camp,4-Tyler,Investigation,25
2013,Carson,1-Lubbock,Family Preservation,0
2013,Carson,1-Lubbock,Investigation,1
2013,Cass,4-Tyler,Family Preservation,4
2013,Cass,4-Tyler,Investigation,36
2013,Castro,1-Lubbock,Family Preservation,10
2013,Castro,1-Lubbock,Investigation,0
2013,Chambers,6-Houston,Family Preservation,1
2013,Chambers,6-Houston,Investigation,18
2013,Cherokee,4-Tyler,Family Preservation,14
2013,Cherokee,4-Tyler,Investigation,37
2013,Childress,1-Lubbock,Family Preservation,5
2013,Childress,1-Lubbock,Investigation,0
2013,Clay,2-Abilene,Family Preservation,1
2013,Clay,2-Abilene,Investigation,5
2013,Cochran,1-Lubbock,Family Preservation,4
2013,Cochran,1-Lubbock,Investigation,0
2013,Coke,9-Midland,Family Preservation,0
2013,Coke,9-Midland,Investigation,4
2013,Coleman,2-Abilene,Family Preservation,4
2013,Coleman,2-Abilene,Investigation,10
2013,Collin,3-Arlington,Family Preservation,29
2013,Collin,3-Arlington,Investigation,177
2013,Collingsworth,1-Lubbock,Family Preservation,0
2013,Collingsworth,1-Lubbock,Investigation,1
2013,Colorado,6-Houston,Family Preservation,0
2013,Colorado,6-Houston,Investigation,11
2013,Comal,8-San Antonio,Family Preservation,27
2013,Comal,8-San Antonio,Investigation,87
2013,Comanche,2-Abilene,Family Preservation,3
2013,Comanche,2-Abilene,Investigation,9
2013,Cooke,3-Arlington,Family Preservation,4
2013,Cooke,3-Arlington,Investigation,61
2013,Coryell,7-Austin,Family Preservation,10
2013,Coryell,7-Austin,Investigation,88
2013,Crane,9-Midland,Family Preservation,0
2013,Crane,9-Midland,Investigation,5
2013,Crosby,1-Lubbock,Family Preservation,2
2013,Crosby,1-Lubbock,Investigation,5
2013,Culberson,10-El Paso,Family Preservation,6
2013,Culberson,10-El Paso,Investigation,0
2013,Dallas,3-Arlington,Family Preservation,513
2013,Dallas,3-Arlington,Investigation,1157
2013,Dawson,9-Midland,Family Preservation,14
2013,Dawson,9-Midland,Investigation,23
2013,DeWitt,8-San Antonio,Family Preservation,0
2013,DeWitt,8-San Antonio,Investigation,21
2013,Deaf Smith,1-Lubbock,Family Preservation,8
2013,Deaf Smith,1-Lubbock,Investigation,9
2013,Delta,4-Tyler,Family Preservation,1
2013,Delta,4-Tyler,Investigation,2
2013,Denton,3-Arlington,Family Preservation,30
2013,Denton,3-Arlington,Investigation,169
2013,Dickens,1-Lubbock,Family Preservation,1
2013,Dickens,1-Lubbock,Investigation,0
2013,Dimmit,8-San Antonio,Family Preservation,5
2013,Dimmit,8-San Antonio,Investigation,13
2013,Duval,11-Edinburg,Family Preservation,4
2013,Duval,11-Edinburg,Investigation,6
2013,Eastland,2-Abilene,Family Preservation,3
2013,Eastland,2-Abilene,Investigation,6
2013,Ector,9-Midland,Family Preservation,32
2013,Ector,9-Midland,Investigation,136
2013,Edwards,8-San Antonio,Family Preservation,1
2013,Edwards,8-San Antonio,Investigation,0
2013,El Paso,10-El Paso,Family Preservation,142
2013,El Paso,10-El Paso,Investigation,169
2013,Ellis,3-Arlington,Family Preservation,6
2013,Ellis,3-Arlington,Investigation,37
2013,Erath,3-Arlington,Family Preservation,4
2013,Erath,3-Arlington,Investigation,19
2013,Falls,7-Austin,Family Preservation,7
2013,Falls,7-Austin,Investigation,2
2013,Fannin,3-Arlington,Family Preservation,0
2013,Fannin,3-Arlington,Investigation,13
2013,Fayette,7-Austin,Family Preservation,2
2013,Fayette,7-Austin,Investigation,19
2013,Floyd,1-Lubbock,Family Preservation,5
2013,Floyd,1-Lubbock,Investigation,14
2013,Foard,2-Abilene,Family Preservation,0
2013,Foard,2-Abilene,Investigation,2
2013,Fort Bend,6-Houston,Family Preservation,20
2013,Fort Bend,6-Houston,Investigation,71
2013,Franklin,4-Tyler,Family Preservation,2
2013,Franklin,4-Tyler,Investigation,19
2013,Freestone,7-Austin,Family Preservation,0
2013,Freestone,7-Austin,Investigation,9
2013,Frio,8-San Antonio,Family Preservation,0
2013,Frio,8-San Antonio,Investigation,32
2013,Gaines,9-Midland,Family Preservation,0
2013,Gaines,9-Midland,Investigation,7
2013,Galveston,6-Houston,Family Preservation,42
2013,Galveston,6-Houston,Investigation,76
2013,Garza,1-Lubbock,Family Preservation,8
2013,Garza,1-Lubbock,Investigation,14
2013,Gillespie,8-San Antonio,Family Preservation,8
2013,Gillespie,8-San Antonio,Investigation,7
2013,Goliad,8-San Antonio,Family Preservation,0
2013,Goliad,8-San Antonio,Investigation,1
2013,Gonzales,8-San Antonio,Family Preservation,11
2013,Gonzales,8-San Antonio,Investigation,10
2013,Gray,1-Lubbock,Family Preservation,3
2013,Gray,1-Lubbock,Investigation,15
2013,Grayson,3-Arlington,Family Preservation,19
2013,Grayson,3-Arlington,Investigation,98
2013,Gregg,4-Tyler,Family Preservation,18
2013,Gregg,4-Tyler,Investigation,123
2013,Grimes,7-Austin,Family Preservation,0
2013,Grimes,7-Austin,Investigation,18
2013,Guadalupe,8-San Antonio,Family Preservation,15
2013,Guadalupe,8-San Antonio,Investigation,37
2013,Hale,1-Lubbock,Family Preservation,12
2013,Hale,1-Lubbock,Investigation,24
2013,Hall,1-Lubbock,Family Preservation,2
2013,Hall,1-Lubbock,Investigation,5
2013,Hamilton,7-Austin,Family Preservation,0
2013,Hamilton,7-Austin,Investigation,7
2013,Hansford,1-Lubbock,Family Preservation,2
2013,Hansford,1-Lubbock,Investigation,1
2013,Hardeman,2-Abilene,Family Preservation,3
2013,Hardeman,2-Abilene,Investigation,2
2013,Hardin,5-Beaumont,Family Preservation,10
2013,Hardin,5-Beaumont,Investigation,7
2013,Harris,6-Houston,Family Preservation,442
2013,Harris,6-Houston,Investigation,1540
2013,Harrison,4-Tyler,Family Preservation,9
2013,Harrison,4-Tyler,Investigation,51
2013,Haskell,2-Abilene,Family Preservation,3
2013,Haskell,2-Abilene,Investigation,2
2013,Hays,7-Austin,Family Preservation,10
2013,Hays,7-Austin,Investigation,59
2013,Hemphill,1-Lubbock,Family Preservation,2
2013,Hemphill,1-Lubbock,Investigation,4
2013,Henderson,4-Tyler,Family Preservation,17
2013,Henderson,4-Tyler,Investigation,69
2013,Hidalgo,11-Edinburg,Family Preservation,249
2013,Hidalgo,11-Edinburg,Investigation,263
2013,Hill,7-Austin,Family Preservation,1
2013,Hill,7-Austin,Investigation,21
2013,Hockley,1-Lubbock,Family Preservation,5
2013,Hockley,1-Lubbock,Investigation,38
2013,Hood,3-Arlington,Family Preservation,12
2013,Hood,3-Arlington,Investigation,41
2013,Hopkins,4-Tyler,Family Preservation,9
2013,Hopkins,4-Tyler,Investigation,17
2013,Houston,5-Beaumont,Family Preservation,0
2013,Houston,5-Beaumont,Investigation,20
2013,Howard,9-Midland,Family Preservation,27
2013,Howard,9-Midland,Investigation,60
2013,Hunt,3-Arlington,Family Preservation,14
2013,Hunt,3-Arlington,Investigation,90
2013,Hutchinson,1-Lubbock,Family Preservation,5
2013,Hutchinson,1-Lubbock,Investigation,6
2013,Jack,2-Abilene,Family Preservation,0
2013,Jack,2-Abilene,Investigation,9
2013,Jackson,8-San Antonio,Family Preservation,6
2013,Jackson,8-San Antonio,Investigation,4
2013,Jasper,5-Beaumont,Family Preservation,9
2013,Jasper,5-Beaumont,Investigation,12
2013,Jefferson,5-Beaumont,Family Preservation,25
2013,Jefferson,5-Beaumont,Investigation,121
2013,Jim Hogg,11-Edinburg,Family Preservation,5
2013,Jim Hogg,11-Edinburg,Investigation,4
2013,Jim Wells,11-Edinburg,Family Preservation,3
2013,Jim Wells,11-Edinburg,Investigation,34
2013,Johnson,3-Arlington,Family Preservation,24
2013,Johnson,3-Arlington,Investigation,100
2013,Jones,2-Abilene,Family Preservation,7
2013,Jones,2-Abilene,Investigation,9
2013,Karnes,8-San Antonio,Family Preservation,18
2013,Karnes,8-San Antonio,Investigation,5
2013,Kaufman,3-Arlington,Family Preservation,9
2013,Kaufman,3-Arlington,Investigation,47
2013,Kendall,8-San Antonio,Family Preservation,1
2013,Kendall,8-San Antonio,Investigation,8
2013,Kerr,8-San Antonio,Family Preservation,21
2013,Kerr,8-San Antonio,Investigation,36
2013,Kimble,9-Midland,Family Preservation,5
2013,Kimble,9-Midland,Investigation,6
2013,Kleberg,11-Edinburg,Family Preservation,0
2013,Kleberg,11-Edinburg,Investigation,8
2013,La Salle,8-San Antonio,Family Preservation,0
2013,La Salle,8-San Antonio,Investigation,8
2013,Lamar,4-Tyler,Family Preservation,18
2013,Lamar,4-Tyler,Investigation,38
2013,Lamb,1-Lubbock,Family Preservation,6
2013,Lamb,1-Lubbock,Investigation,7
2013,Lampasas,7-Austin,Family Preservation,4
2013,Lampasas,7-Austin,Investigation,23
2013,Lavaca,8-San Antonio,Family Preservation,3
2013,Lavaca,8-San Antonio,Investigation,17
2013,Lee,7-Austin,Family Preservation,4
2013,Lee,7-Austin,Investigation,19
2013,Leon,7-Austin,Family Preservation,2
2013,Leon,7-Austin,Investigation,11
2013,Liberty,6-Houston,Family Preservation,13
2013,Liberty,6-Houston,Investigation,111
2013,Limestone,7-Austin,Family Preservation,1
2013,Limestone,7-Austin,Investigation,7
2013,Lipscomb,1-Lubbock,Family Preservation,0
2013,Lipscomb,1-Lubbock,Investigation,1
2013,Live Oak,11-Edinburg,Family Preservation,2
2013,Live Oak,11-Edinburg,Investigation,13
2013,Llano,7-Austin,Family Preservation,0
2013,Llano,7-Austin,Investigation,21
2013,Lubbock,1-Lubbock,Family Preservation,69
2013,Lubbock,1-Lubbock,Investigation,258
2013,Lynn,1-Lubbock,Family Preservation,0
2013,Lynn,1-Lubbock,Investigation,4
2013,Madison,7-Austin,Family Preservation,3
2013,Madison,7-Austin,Investigation,10
2013,Marion,4-Tyler,Family Preservation,1
2013,Marion,4-Tyler,Investigation,15
2013,Martin,9-Midland,Family Preservation,1
2013,Martin,9-Midland,Investigation,0
2013,Matagorda,6-Houston,Family Preservation,3
2013,Matagorda,6-Houston,Investigation,15
2013,Maverick,8-San Antonio,Family Preservation,5
2013,Maverick,8-San Antonio,Investigation,6
2013,McCulloch,9-Midland,Family Preservation,10
2013,McCulloch,9-Midland,Investigation,1
2013,McLennan,7-Austin,Family Preservation,39
2013,McLennan,7-Austin,Investigation,178
2013,Medina,8-San Antonio,Family Preservation,22
2013,Medina,8-San Antonio,Investigation,51
2013,Menard,9-Midland,Family Preservation,0
2013,Menard,9-Midland,Investigation,1
2013,Midland,9-Midland,Family Preservation,20
2013,Midland,9-Midland,Investigation,43
2013,Milam,7-Austin,Family Preservation,4
2013,Milam,7-Austin,Investigation,44
2013,Mills,7-Austin,Family Preservation,0
2013,Mills,7-Austin,Investigation,10
2013,Mitchell,2-Abilene,Family Preservation,3
2013,Mitchell,2-Abilene,Investigation,2
2013,Montague,2-Abilene,Family Preservation,2
2013,Montague,2-Abilene,Investigation,16
2013,Montgomery,6-Houston,Family Preservation,56
2013,Montgomery,6-Houston,Investigation,226
2013,Moore,1-Lubbock,Family Preservation,0
2013,Moore,1-Lubbock,Investigation,4
2013,Morris,4-Tyler,Family Preservation,0
2013,Morris,4-Tyler,Investigation,12
2013,Nacogdoches,5-Beaumont,Family Preservation,4
2013,Nacogdoches,5-Beaumont,Investigation,44
2013,Navarro,3-Arlington,Family Preservation,15
2013,Navarro,3-Arlington,Investigation,25
2013,Newton,5-Beaumont,Family Preservation,2
2013,Newton,5-Beaumont,Investigation,5
2013,Nolan,2-Abilene,Family Preservation,3
2013,Nolan,2-Abilene,Investigation,12
2013,Nueces,11-Edinburg,Family Preservation,49
2013,Nueces,11-Edinburg,Investigation,125
2013,Ochiltree,1-Lubbock,Family Preservation,0
2013,Ochiltree,1-Lubbock,Investigation,3
2013,Orange,5-Beaumont,Family Preservation,18
2013,Orange,5-Beaumont,Investigation,52
2013,Out of State,Out of State,Family Preservation,0
2013,Out of State,Out of State,Investigation,1
2013,Palo Pinto,3-Arlington,Family Preservation,20
2013,Palo Pinto,3-Arlington,Investigation,45
2013,Panola,4-Tyler,Family Preservation,0
2013,Panola,4-Tyler,Investigation,2
2013,Parker,3-Arlington,Family Preservation,27
2013,Parker,3-Arlington,Investigation,83
2013,Pecos,9-Midland,Family Preservation,5
2013,Pecos,9-Midland,Investigation,3
2013,Polk,5-Beaumont,Family Preservation,3
2013,Polk,5-Beaumont,Investigation,41
2013,Potter,1-Lubbock,Family Preservation,21
2013,Potter,1-Lubbock,Investigation,79
2013,Presidio,10-El Paso,Family Preservation,2
2013,Presidio,10-El Paso,Investigation,1
2013,Rains,4-Tyler,Family Preservation,0
2013,Rains,4-Tyler,Investigation,1
2013,Randall,1-Lubbock,Family Preservation,18
2013,Randall,1-Lubbock,Investigation,64
2013,Real,8-San Antonio,Family Preservation,2
2013,Real,8-San Antonio,Investigation,10
2013,Red River,4-Tyler,Family Preservation,0
2013,Red River,4-Tyler,Investigation,8
2013,Reeves,9-Midland,Family Preservation,4
2013,Reeves,9-Midland,Investigation,4
